name,sku,tagId,description,category,quantity,threshold,location.warehouseId,location.zoneId,location.shelfId,location.binId,status,inventoryStatus,price.cost,price.retail,companyId,isActive,createdBy,updatedBy,createdAt,updatedAt,saleDate
Design V,SKU0132,TAG0132,Care window trial anyone foot air.,Furniture,37,3,aaa029621e03fd9103fbd10b,2e56b5b910dc20092c2bddc6,60d8521309a951ff6596baf1,a9ff95409c80df4a6d5f6620,Available,sale,365.12,745.68,d34597265fe4fb261edf164d,True,9d8f2d1f8a39c3e70e68898e,1dc313598e7c9a7579be415d,2025-05-15T11:14:34,2025-07-12T05:24:11,2025-07-09T05:55:44
Door Z,SKU0133,TAG0133,Order fish race seek early machine course.,Furniture,87,5,09f8a27a99d40e4dc51020e7,23eb45fd7efcaefedef0380c,2749271ab370af7e25463b9a,a284e0b652560e7d8d457aa6,Available,sale,201.15,732.5,ba7d49ca4b6e173ebd267f79,True,961bfe18cb4cd638d6708445,f36fde09b12fe41a02adf731,2025-05-16T13:49:04,2025-07-02T15:31:11,2025-07-15T06:05:48
Administration A,SKU0134,TAG0134,Discover hair develop gun at.,Furniture,14,10,94f945250e20ab59d06e59f1,9f486b3852c835eafbd0ab62,b1166f276731b4ae7775b916,e4dee32786d2efddd4e2f044,Available,sale,169.01,751.87,38ed0bb90ceb2bf246ad7c61,False,9bbf8abda33e986712e189be,9a16cdf560015e0d156f6351,2025-05-10T10:12:02,2025-07-05T23:18:18,2025-07-10T22:23:39
Have F,SKU0135,TAG0135,Since respond enter agree soon.,Stationery,69,7,8a5bc72930de8f254168d5ea,3ee912020cd10033ce1a4d9c,33bd0c9ee3bb115afe917d4a,9d568797f99855f0bf5bc558,Available,sale,353.64,669.05,cbca50ef525da5af9b96c644,False,000ed98a46aab10b2bfe2d27,744927e80adce5dac655631e,2025-05-08T11:22:27,2025-07-11T12:31:49,2025-07-17T00:59:22
Recognize F,SKU0136,TAG0136,His ten give and sister.,Stationery,77,5,59c210ff9d68c84d89ea6c23,7fda516a223ccdb3a14aab77,8d539290a9683323690e00b1,13b6fafc190bd636e89b7cab,Available,sale,10.84,651.58,3ca67a85ec5f9b506df4b292,True,685d89f32ab7726713649eee,5d53caea43d9d7f141a5f396,2025-05-11T05:54:59,2025-07-07T13:47:35,2025-07-16T10:22:37
Billion N,SKU0137,TAG0137,Left under worker not.,Clothing,31,2,d7c420410e8d746012a24215,093c459df2b9ff6f51d10fed,b1405156d2757fa33ccf1b03,be6f57d35348fe5e82913edf,Available,sale,473.57,981.44,cb27ccd2e537f3d9ad6f10ab,False,51301a78669a9b102ab165fb,3f1a768bb4ae3072c05a7c14,2025-06-04T18:29:00,2025-06-26T03:13:53,2025-07-16T11:39:05
Democratic K,SKU0138,TAG0138,Great memory current new.,Furniture,78,8,99ab3365dc3eac38fedbb50f,da35429a1a6da90526fac294,c972fccec042bc61bebade73,4db81112c00b9aa5d539c3f4,Available,sale,324.17,787.47,dca390a20c11e09f25894d7c,False,760d6358270a63da5c7641ec,dc16505fa9140e2494f71c7d,2025-05-30T04:47:10,2025-06-20T08:18:37,2025-07-15T23:06:48
Many L,SKU0139,TAG0139,Ten serious research memory couple size.,Clothing,26,5,bbd493bca4dcdb04eb2c4e30,f0ee81951683a8372442b64d,bf05d7ed0f1b6de215a81013,ec9da3e077fe39bab0f4c2a2,Available,sale,207.31,707.11,c2d8f60b9d4feff92f4ff3a6,True,d03a1092a5f94073638ab6cc,94e40d1f00ea7b58fe200019,2025-05-02T17:40:22,2025-07-04T15:03:08,2025-07-10T07:07:08
Resource B,SKU0140,TAG0140,Born could officer pay question throw window.,Furniture,20,5,064c1c31c079da4378bdb2b9,b840fd844d07dfaa3fe7396c,98b31054c43f7a280a5d63d7,30497f62ec2bcc8d9723cf36,Available,sale,16.14,853.07,23853c2efd661758e75f8277,True,fb72b10b2b9fdbd2a3756fd9,ebc67c73cba8329d46753897,2025-04-22T05:24:33,2025-07-13T14:13:39,2025-07-10T02:35:20
Usually E,SKU0141,TAG0141,Know particular hit room.,Furniture,67,8,6622b7103806ad82b14145a0,a687f798e87fb3e3a88b552d,c6938c45c41c086db952e539,19fefb0ff264e5bc1d2533d9,Available,sale,32.71,768.96,71405516436ab8b972586f38,True,2826792a5313c5b502b051c3,6997ff1123dc08feab09fe5c,2025-05-14T01:56:11,2025-07-13T15:06:35,2025-07-15T23:38:43
Really U,SKU0142,TAG0142,Dinner however rather by other do.,Electronics,85,6,7f099a584a04b8ad9be252f5,f4a82dae324ee2f6d0ee56fd,733792fb85ae145b9aec2296,5cd1d8f55f286e60348306af,Available,sale,236.28,790.29,352f2070c060d842044639d7,True,af45a00aafeb93b8ca04e5ba,53d055d539cb4a5cb81614ea,2025-05-23T22:25:09,2025-06-30T15:27:59,2025-07-18T14:11:44
History V,SKU0143,TAG0143,Trip benefit other market.,Electronics,0,7,1718aeb0f2f58593a2f8985e,b323db3097b0e69d78db9554,f74e3baf871807640eaa4304,58f2505d3fbe9df1de8341ae,Out of Stock,sale,415.28,895.69,643fa59bc5e0ea327a99da0e,False,38baa88344d95ff6adc020ef,0846153a5119338684f6e320,2025-06-15T17:02:20,2025-06-25T16:40:49,2025-07-14T14:59:19
You H,SKU0144,TAG0144,Leave own do consumer young memory apply organization.,Furniture,29,10,48f23473f46a1bd17fffefd4,71b28a095d3c9dd4f372c1fc,17f071f7a113054267c517c6,f2805fea618a4a1c4efdab6f,Available,sale,90.47,606.8,c22bfa726b617b81a9d60e79,True,5c75dc2472e3f7e48018aef3,c2b697b33c18ffd5487c8f95,2025-06-07T15:49:54,2025-07-04T18:04:12,2025-07-16T23:17:36
Likely Y,SKU0145,TAG0145,Improve movie three establish.,Furniture,33,8,f26d6c1ae05df6849f6a2244,04b8a2ee8387d58bb16f2e5a,4fa4eefe7f184305e251e257,a2676d722d9d3991a2304d94,Available,sale,282.89,809.62,d246693a2ffabc6a1a6ca24e,False,303b8131a1ebe0d1ded99526,39ba9e927ec940c834ab91ae,2025-06-14T03:14:16,2025-07-13T22:52:01,2025-07-12T06:45:52
Ball U,SKU0146,TAG0146,Beat usually prove.,Stationery,8,2,d810e34d4f9faf487fe60039,eae7107c320b3f0c6cfb18db,d45ef4011b832414529a877f,403269234108335400603491,Available,sale,351.71,696.0,1daf962d7da71a18292f643b,True,312f398fb2aecc0faf2f77cc,17b84389d9c41b2011c26a93,2025-05-14T21:26:12,2025-07-14T15:20:21,2025-07-18T19:15:11
Raise W,SKU0147,TAG0147,Better note player friend suddenly.,Furniture,3,8,587b6430c5cde0991b2a8b69,514d15c6c2157f5caf3cd431,b4149c3ce9df0ace543ec91c,f8849180081d54c4211e069e,Low Stock,sale,492.5,893.61,504a2cde10aff6725701e741,False,d7f1d5aae887a2950623ffae,9924d82ea253402e69866d5e,2025-06-12T23:26:23,2025-07-08T07:09:40,2025-07-13T16:17:15
Thought L,SKU0148,TAG0148,Street stuff father bar green.,Stationery,29,3,196b85dc484d5d2a5d2e51f9,5d432baf825728ffe9cf3694,1f8fd6136900df423ed37b5b,9571c9d6a6af071fdfa1e19b,Available,sale,22.41,640.62,b3a5d7b4b722824d9517f037,True,903204c21f8ad09ab4c0d2e0,0eef993271fdce59aa4629c7,2025-05-02T23:09:28,2025-07-14T04:26:18,2025-07-10T00:46:54
Course U,SKU0149,TAG0149,Soon leave red year boy leave.,Clothing,40,3,af22b29182062d3c28acf28f,85491f177b9abe53e44c621d,e47143ed17b88643789266ea,c8c52b0021d92a527d028d33,Available,sale,19.39,557.85,d02ba9fb1e57427663244237,True,674eec87a3f2756f5611f18f,b74832c0280250bf52eb509a,2025-05-26T04:15:59,2025-07-15T19:37:21,2025-07-09T01:50:14
Anything R,SKU0150,TAG0150,Commercial image north thank make power.,Clothing,61,3,213f7bb2a7e9ac4a6c2c778c,60c267ffaa741325dfcec116,014f577ed59d0b90145241bc,cc57e1df7d1df350d7a31a24,Available,sale,200.17,847.42,8c4b5d21f7c1d6af80764cb4,True,5818f8107adc2f82ab51c9e9,507193e7662f0177c36d7eef,2025-05-28T15:58:54,2025-07-11T04:43:33,2025-07-17T23:56:37
Save A,SKU0151,TAG0151,Prove challenge prepare hotel but five about.,Electronics,84,8,8f9dbd90aa171c3898f3eb28,847e82b7df465909b7194337,2c5cf8fdfc015518003fb0a4,1bf086caba98f14642e5cc3f,Available,sale,490.38,629.14,790011fef34508bb7529c5cf,False,367141607fead0fd9624bfaf,4606c8a40f2749a1cbb6b369,2025-05-11T16:44:59,2025-06-23T17:28:37,2025-07-12T04:38:12
Us Z,SKU0152,TAG0152,Too leader street from.,Stationery,98,4,495739c4f535cd4031d2bfa1,6be9c2387417ce921374c3ee,7f37388626825e28426fe44c,bcc48a8c6f619d8746d0ece7,Available,sale,383.25,789.42,7b558c77ae32194a0f5c1ddb,False,a46a5c2608540c7e14f422af,0d01e8c03ccb49dc037fe7e3,2025-04-26T10:28:41,2025-06-25T01:39:15,2025-07-16T19:54:21
Age J,SKU0153,TAG0153,Tonight watch accept news technology teach while.,Furniture,64,8,25fbfa0cd67bfd703815b64d,566061e02d1427d1b6655114,675d024ed381b22e22d7f91f,60bce980f5da785f881c3810,Available,sale,230.03,669.28,153e1bf2a73a398e9e61c4c3,False,d60f33bb7542185ba4c12ad3,877a015fbaceadea084f16b5,2025-06-08T06:14:13,2025-07-01T06:32:14,2025-07-15T08:05:50
Accept R,SKU0154,TAG0154,Little citizen thus again myself store.,Electronics,21,7,78b3fe5e4b0f96a7950b7b33,7dbea984361bdbdd995c50fa,ebec24bf2863885ca313610a,5ff3b5ca2a9d7a08a9542313,Available,sale,437.9,630.6,c361dd30fc67efa707078768,False,d4b3514923ddffd79cd63566,4a7612bf3a03b73e18bb3b9d,2025-05-18T01:02:56,2025-07-05T04:34:04,2025-07-10T13:45:08
Half I,SKU0155,TAG0155,Later price simply change service possible health Mrs.,Furniture,67,5,8eb60e212895970f92e271cb,15698404c796831eba988ec0,9aeab2ddf53e230c82a7e800,833473fb36326077d39aac0c,Available,sale,115.38,951.81,a6a331a0fb0a15c2e324d574,False,e424d3dba82dc99b5b1bc99e,3072bbf55b887bf9e3edb62c,2025-06-11T05:15:08,2025-06-24T06:08:47,2025-07-16T22:59:01
Charge Q,SKU0156,TAG0156,Onto rather probably figure explain air.,Clothing,84,5,de510ceb7271429ea6d78723,1e3f3969cf0ef23acedf6946,acb6135fb88989ad92c9c11e,55e011e3d0940f4e1439425f,Available,sale,51.17,758.54,caf60f7707674d5f2952cab1,False,df7b55085d31415e7830a78f,3a61a54e91d457616274044c,2025-05-24T18:12:24,2025-07-10T18:48:41,2025-07-10T14:44:13
Born H,SKU0157,TAG0157,Raise treatment town.,Furniture,68,4,bb9fbd955e229145cf0ed100,df0427b306a8bdb8b67e9bf8,22e60e3570e80b9e1430f2c1,08d69b34efa28c08d8bb9257,Available,sale,151.0,600.62,f1693f4bd0e01fa4587f832f,False,a573df49ae71cdb776a09cfb,562ebd5d6921f5eec59f3910,2025-06-02T03:15:21,2025-06-27T01:18:44,2025-07-11T14:32:10
Simply P,SKU0158,TAG0158,Industry arm story case five.,Accessories,33,7,35ef960d47b6b06d5d697fa4,797a071e260789a4f119865b,87425b93e24fa60b393d3e5b,002e6052fdfe15b2d8dee540,Available,sale,399.19,541.99,a6e6539754ce6adc4bf1967b,False,a2e712dd5e3c1d2326c142c3,9783577852c0e60bc0ed93b8,2025-04-26T07:29:32,2025-06-22T23:27:24,2025-07-14T14:45:26
Fish T,SKU0159,TAG0159,Heart room accept base should contain describe mention.,Stationery,39,5,6f47b09a5237716416b8ebfb,446b22b3158d3f4c556f2e56,c2541faace50e3adbc2980b0,20ff41d9780c3981889a9892,Available,sale,405.23,584.96,39c0c22a4a62f641100165b0,False,ed9194f2a9178e28e3163230,5d5d1e7668a8f85934e87942,2025-06-08T12:30:00,2025-07-07T15:19:59,2025-07-09T14:54:29
World R,SKU0160,TAG0160,Speech share thank.,Furniture,12,9,0432ee3a1876180df4dfbe76,c28d287b9f25b1d0ecd7482b,259107160dd149f6455ddda1,729a00f59d3ef08838882b4e,Available,sale,194.38,600.6,dd11f5fa75a2a462080c60d0,True,3b66e15c90962c4f82e226e5,3561c5f24a2ca9e25662fe53,2025-05-28T17:17:19,2025-07-15T08:24:24,2025-07-17T11:36:02
Your E,SKU0161,TAG0161,Eye heavy moment whole task become.,Accessories,100,8,ec5ce7e45e3e27da4ae3d0e8,07d37c65c612ba32e5df45da,754907a6ee3c8a1310013712,b7583f0fe4a44a33f826527f,Available,sale,403.57,820.56,0350c13c4beca33f63199ff1,True,ceb7f26fe8641d92f1313300,82b58d27a4574305da4e2850,2025-05-18T06:25:59,2025-06-21T18:52:40,2025-07-17T10:25:26
West I,SKU0162,TAG0162,Grow kid through quickly once very court.,Electronics,27,6,bbb86e032ffc3fff0326568b,8aad051f7f5522d9f9a5d88a,92423aab1a9a3ff294d25add,a4416a53a3f53680f5fa6897,Available,sale,210.41,942.49,dd49c2e5b938232450d846af,True,345d4e55946e68292d10d878,271151113fe5dbaf1146fd55,2025-05-05T21:13:19,2025-07-11T01:13:00,2025-07-15T20:41:03
Outside X,SKU0163,TAG0163,Which natural feeling heart.,Accessories,95,3,ea0bf4d279229c25ed808ce4,115f75d8b949e52d8e8a532b,845a022854fd1f42f1f0d6de,e8fc68b5ec9a4558fca7d697,Available,sale,423.9,872.47,c47b53ca89558a0194289d89,False,fe3d543cc3befdad882ee826,8c38577ec9d357e573f66403,2025-05-18T05:01:06,2025-07-09T02:00:59,2025-07-16T21:43:46
Employee O,SKU0164,TAG0164,Sport of card small force.,Stationery,10,3,490a27efa093262541e629ca,58953e997286ad349087df9c,2a662d87154d16bc3b675cd8,4aa4bb5054b888584bd5320c,Available,sale,240.45,616.61,478efdb4a20f34ad5cc102c8,False,8f20f052c80c90d0f1c6c5d2,a9431f82a780114376d746ce,2025-05-16T12:27:36,2025-07-10T17:53:59,2025-07-13T05:47:53
Simply M,SKU0165,TAG0165,Your help pressure media.,Electronics,36,4,889934304dbac25b4b43276c,8f01bda0cc99f03ceef73f7f,25272bb03d65e60ca0f9a2e8,3d0b71ead306b7df08435000,Available,sale,447.1,924.63,395bfe9435729ee700f3b965,True,afda7207c004075ca5d1b213,e9910c0a6db74f9c1f561dd3,2025-06-14T13:12:12,2025-07-01T07:54:32,2025-07-13T19:28:17
Rest L,SKU0166,TAG0166,Fine themselves cause bring crime through hotel.,Electronics,26,5,b691a9e90252cf934b4f71c8,0f318b70469598b50002ecd6,8c282592121d0a9712fc244e,4911ad2bb30a10d37907a36b,Available,sale,51.52,942.92,62e93f486571b81e213ce4cc,False,389c120fe58e949cc00188f1,07c38ad3ca2f0a7e5da6ce8a,2025-05-31T17:43:38,2025-07-08T01:29:42,2025-07-09T09:04:50
Child G,SKU0167,TAG0167,Another necessary pull those interesting project admit sport.,Furniture,24,5,0f5f15d2b2eb157043274e5b,234d04fa9d5cc5606b934bcf,b119f34851fe102f4f3ecd85,544c79a94c249ed597fc4ca1,Available,sale,233.26,927.46,4dad42b786cb058997d4df0b,False,3c2cdd199893fdebb6f3724d,0cfc0796f544f31b91100724,2025-06-12T05:36:47,2025-07-13T02:01:11,2025-07-11T20:05:21
Few R,SKU0168,TAG0168,Listen factor citizen important director career.,Clothing,46,8,2475dfee81f303fc5d78d512,87559619b05eea712a706417,f24975ecd86bbfe262d4bbbe,ac38cb88b57fe91df39a8b08,Available,sale,463.63,516.22,483522b4b19a4378cd8ce8c7,True,a673e102e4cd9afe5a864db5,66d705388f7a49116bef2f2e,2025-05-21T12:55:42,2025-06-30T06:42:49,2025-07-09T04:38:07
Bad C,SKU0169,TAG0169,Purpose natural available really.,Accessories,12,6,ab76d097354e2a95a54e545c,31e9787a05bacc80a1abb5b2,eec6b160d19b9ed829157468,2f4114697c96fec104de8b16,Available,sale,470.02,911.72,778a9ece80f982b68b0dc64d,True,bedbdba1380b9776ea370074,ede728618b21c98e5d442309,2025-05-04T10:21:15,2025-07-05T20:40:08,2025-07-14T04:04:38
While L,SKU0170,TAG0170,Risk effort agency magazine kid fire.,Stationery,64,10,14953ef35f832916fb1ae665,3d29d77d3133a07e03428c23,b14ee785283653eedd57f6c3,5eacef15cb82a89852de2708,Available,sale,276.45,505.31,27923ebb96648494984fee8e,True,94b5c5511f830b8011df6e7f,fc044a16fd8a19cd7d876391,2025-06-18T04:30:04,2025-07-12T08:49:34,2025-07-14T05:40:04
Record P,SKU0171,TAG0171,Much street range expect.,Accessories,49,7,d007981e36ccaa1814e7d886,0a5323b33eb08aa6015c9a6c,f588fc7cc0e7dd25f0b78240,ce87eb5ec83d3ec72ec5f079,Available,sale,145.18,697.21,aa016c3313a80a4a20752f91,True,b98d7ea5aa4709fecd6c40ea,ca4f18375809f929d9574731,2025-05-24T23:14:21,2025-07-10T14:53:37,2025-07-12T23:37:53
Force O,SKU0172,TAG0172,Away reflect kitchen though.,Furniture,53,6,14d4eea554ec741fbbb90b59,c02b282bfbeaeb4ce0ceb6c0,4fd54d143fc9305c49aee50c,2f47723eaf7f38349d2dbc11,Available,sale,260.93,936.94,ed46ad86039bb942e7c814f3,True,88ab4ec3924af8236f2a0027,cda414d394b081b0f4cc313f,2025-04-28T00:29:40,2025-07-04T20:32:22,2025-07-17T16:05:18
Ahead F,SKU0173,TAG0173,Fund ask pick serve.,Clothing,25,5,cb5f4a6f219532bff390a29a,9a975750e3d265b33892aa81,ba657e7df1213ba775fc8084,5601acad4ddd546b489f8436,Available,sale,350.52,938.43,ccf1d131c00d3a34d259077f,False,a2a9632f280ed57692f8ada5,01f87ecb07f71c40d5c6f51e,2025-05-30T23:05:59,2025-07-07T17:09:52,2025-07-16T01:25:00
Find C,SKU0174,TAG0174,Place ability sometimes politics condition size line across.,Stationery,87,8,7c604ab1f05b8d97487d6221,37c82545d2988c061cf61192,e8690ae109e6ab6c5c78b883,e4f3551ef7465c6a5434c98d,Available,sale,102.39,963.94,01d4e56a757956a885d079f3,False,b6f7504668220cb0b90fd517,6b0a12a0d70719bd65721eb2,2025-05-18T20:23:19,2025-07-01T09:51:25,2025-07-18T14:57:39
Degree Z,SKU0175,TAG0175,Large music very.,Furniture,76,9,b9c5b4929ec4c8a0d51438ec,b22a117b31c59df4e06043d7,07a064f678759e75591a4189,00878c1bbf5e1d9f017c2ca9,Available,sale,134.82,860.12,d9d4253197ba672ee20f47a1,False,6bcd9936a7875a028ee3c9f7,dafd13b7cec9abfdca38f5e8,2025-05-04T21:42:56,2025-07-05T22:57:44,2025-07-13T06:53:04
Son D,SKU0176,TAG0176,Activity fish not party yet increase against under.,Stationery,36,7,4fcdbc7892ec44b69e074816,28af313295aa3f3f5f13baff,65f1ef4d136cd8fea8a9d3a1,53fbd95a1df855485fb9cedf,Available,sale,362.04,539.49,c32705f589f6d234ea66bdad,True,92d2ab4a5905d1114c23cdd6,bcbba65c287dae0c70bdc81e,2025-04-28T07:47:13,2025-07-05T07:10:58,2025-07-12T18:35:27
Include B,SKU0177,TAG0177,Make cultural season ago.,Furniture,37,5,53f4d90966092443aff1b4c6,217121cc33a465a1ac8a8244,9fb88b0539b9166b3d9fec00,a48e8d7227e74c9792b7baf4,Available,sale,330.18,528.05,bf8b79fffa2a1b01c2e5335d,True,e1b027452523b7464412f105,ff3c405a6ab67e1414852b34,2025-05-06T11:08:26,2025-07-03T10:23:44,2025-07-09T10:38:41
Western Q,SKU0178,TAG0178,Factor national second pressure important teach sit.,Furniture,85,10,3d4c739aaf0d4b08f158b740,aee12c1d47714a48b10c424c,def380db6e80463653964580,1487ab62ec1f02a38de92203,Available,sale,302.63,695.72,5710e99dc420b1dff559da1e,False,f33005ffe08713e3bfdb81ae,0c8fa4151a2f3f519ad1199d,2025-04-23T21:50:23,2025-06-30T21:01:18,2025-07-18T16:48:36
Act S,SKU0179,TAG0179,Claim hair answer glass along again.,Electronics,21,9,8818394086f01e1bf83401b6,bedc5326b1109ddd8abfd906,c92cc2a074e6a2cdf240aef6,40dc6ccd2469aba1ae8f55dd,Available,sale,325.57,768.64,7e4dc11589c9d15875d24b48,False,a47225ca9ec70a2da6507cbd,c086b8356b6d45eb7dfde477,2025-06-03T09:28:30,2025-06-30T12:08:15,2025-07-15T06:53:43
Than S,SKU0180,TAG0180,Recent someone bar itself.,Accessories,99,3,df1fab324c771412ce1516d9,533837e4eb628f8e8bb4f242,3d567c430c8de5b0a57e08c1,4900f6e6c9ebe38df271fe28,Available,sale,167.07,577.83,4ee84fb3b18ea7ce2ace566f,True,daff1c3292f12315b53d58be,c4ff3a5249ccced94f653ea3,2025-05-18T14:26:08,2025-07-09T20:09:42,2025-07-09T22:50:04
Family U,SKU0181,TAG0181,Magazine though business success fast would.,Clothing,45,3,9d40605764568f3a58a60ebd,0d2f067444a91141fb7c99a6,983973ba2ce6f676fa8ccb88,a95e640c68815536324eb655,Available,sale,235.54,896.59,546cfe94055c68c64ca62d22,True,61f211ed47d3165db7207490,1b5005fa37b2796911a04368,2025-05-01T04:56:00,2025-06-30T03:05:37,2025-07-17T07:04:50
Last X,SKU0182,TAG0182,Area ahead fly course.,Accessories,53,2,6c212a0fbbef76c794a87bb6,ed1f10b745e5863776c974c7,dea5d97e8073ef36a3b169ca,a74644e07df223c7043bfea3,Available,sale,275.89,634.38,355195840cd6523e9f9778f3,True,9820e2064f01d03f6d6df121,f0e9d30914ef3f65ba34a792,2025-05-03T22:08:16,2025-07-11T10:52:54,2025-07-18T11:44:49
City H,SKU0183,TAG0183,Investment shoulder such mind.,Electronics,61,6,cd69b4872bfa83dbd0965f82,2d9d69265bf1b0361edb7376,7d9c19e524c3ccbb6671db17,80252b4f16aac728bedcd9ad,Available,sale,126.56,777.61,4dbc74b1ba86696995154269,False,a4a9d6d14d6c7d1a5ba2df1f,566da7df86a383c1bc7a8e68,2025-04-22T09:28:07,2025-06-30T22:58:49,2025-07-10T19:29:38
Recently X,SKU0184,TAG0184,Leave despite begin service pretty laugh hundred.,Electronics,97,10,c2e7b6684219ffe8636464fb,0704511f08f268ed23b3e409,14928eb0346f900226025039,f58d16e3c8ac0bb6552ab51c,Available,sale,28.23,915.94,d345e683dbc73425e4e77d8c,False,246f81d6b40034dd74992b7b,94085310c767679233e7dcd0,2025-05-12T12:55:42,2025-07-06T08:27:38,2025-07-16T21:55:29
Land Z,SKU0185,TAG0185,Amount size southern.,Stationery,98,5,a7007441ccbf1dda71db73e3,cb3c8f83dc1227efa3fbd1b6,4c438c069b8f6b6a73b4432f,64a3779034e227c7c5db16ea,Available,sale,456.72,767.01,84575ce0db514583c1c15e1b,False,d3ad51890bb7b584257cea67,24a5b731ee5b0e71b689623d,2025-05-08T04:24:42,2025-07-14T00:03:43,2025-07-10T05:18:45
Structure W,SKU0186,TAG0186,Order deep these appear.,Stationery,73,10,162ba352f1f7accf3dcdd2e0,0926249feb3d2e0b4b95f9a1,4f0be5366e32c1e37880f696,a8ccdda085e9b9f3a62fbbd0,Available,sale,421.46,727.47,c03ec76ef901ac1f4e210427,False,16357a152bcc7c5c0352e0e6,b738da4e864d7daf2d626cc5,2025-06-13T19:44:48,2025-07-07T22:38:54,2025-07-15T13:34:31
Human M,SKU0187,TAG0187,Mean high take.,Electronics,39,7,887ee626f17927268b0e3145,3686020a418b07ca909a78fd,791099f94ade34354afd3066,385af2ae522ad3e363383bc5,Available,sale,272.35,961.97,6e2248a306e1dee2a171fee7,True,cf001e28bd00313acdbe95c9,4bc784720edf7a463f1db47c,2025-05-19T12:39:51,2025-07-15T17:24:08,2025-07-12T09:35:12
South J,SKU0188,TAG0188,Onto respond human feeling realize past political.,Accessories,11,5,7e23c7f2cfdf6da1d4038213,953a2f3b7abf59eccb9fca6f,10b1a1ce291ef2a23bfce981,40aaf8bf845a6193f0181111,Available,sale,306.71,597.75,2bfaafda92e367506abef12e,True,c991c282a86c07a4ba1af0de,90f78ec14cfacc0a57e0e576,2025-05-09T19:45:39,2025-07-16T11:28:43,2025-07-18T12:47:49
Ability A,SKU0189,TAG0189,Name policy prove important southern.,Clothing,79,9,fe16aebb2b2aa67930336280,fa5b6ae11aef26164e01ed22,1fdaf0f1a272ca16f71fc3cc,7cf3d15f3284f6af07e22579,Available,sale,396.51,797.15,e2e9e882b2cf6b4a3ac2bf5a,False,abaa59c9ba731cafa93589ac,0f2ff91d1824fb890382986e,2025-06-02T16:35:24,2025-06-24T23:15:23,2025-07-14T23:09:56
There F,SKU0190,TAG0190,Although event box pass resource they hotel.,Accessories,41,3,c33dbb3a4c73ecad0b8891a5,68dff20bc921b5596baeddc1,e5cb8ed39d7f7cad8e48facd,0343fd430b77d88bf232e3bd,Available,sale,252.97,652.46,ea8c5b0826a988d159e848aa,False,f7f5263ed69978b6fe734b72,01a790f27c6ccb0a1c14646b,2025-05-10T05:27:10,2025-07-03T11:31:00,2025-07-13T06:23:29
Once N,SKU0191,TAG0191,Character party rock when him law.,Electronics,90,2,056dcfa6652c72b50d9df57a,9c57155d95cfd264061f05e6,b1f9ccea5a07a60f286b9c4c,0aa12116b74ae116863ebe15,Available,sale,102.51,530.24,2d1a7587ef6cd4934b29e7f9,False,8aaa26d8e41807484a42eed8,561905c4f1729364844aaf56,2025-05-24T18:11:03,2025-07-02T05:16:07,2025-07-09T07:18:58
Language V,SKU0192,TAG0192,Chair hour age.,Clothing,5,9,21f573c49cea8176d604612b,09971ddd46e41728553f97ab,7188b6b74cef853e33b44ef7,115825b37baa9465caca6b02,Low Stock,sale,424.1,617.18,f50350d497ca5cfdc34b85b6,False,985e6e219d7e408125a5c3b5,1f1cb437ddc800148d0bd129,2025-05-27T18:02:31,2025-06-22T02:21:54,2025-07-11T21:23:26
When K,SKU0193,TAG0193,Church onto agent sense.,Electronics,39,4,78813efd2bf0730601fe4cc9,68a3479dd3994e10940974b6,4f46efd1498d66de4c4a7e00,a15c85a7bb93a9998c1e97d5,Available,sale,338.72,878.09,035915c319a6913ac716dd87,False,89b6f2b2f3582b9896b4bf25,3154d061e63d81fd22d01df9,2025-05-09T23:05:50,2025-07-10T07:29:28,2025-07-09T03:29:45
Theory T,SKU0194,TAG0194,Protect mission contain seem information economic pressure.,Clothing,96,9,cb5ae8369d699c6b80acb550,5e5b915809b23f1d987d7010,a299fef75398491cf4ad6a46,862829f95068eb209d66ebc7,Available,sale,96.97,742.51,65f2bf0cd07b5ac9bb01172b,False,8bde1baaad00e98147b1b90d,65bcbc8d141c340b344ff614,2025-04-26T11:28:14,2025-06-21T18:54:08,2025-07-15T09:17:04
Appear P,SKU0195,TAG0195,Require vote two guy American.,Furniture,74,2,89d7dff19ee6cb13bcb69f0b,57ad7eb5f74a27b9a01fce83,f1e6298526543a8633be1bf8,ad1f48d58a1bb06263b10295,Available,sale,202.73,604.11,d43bd4b92d27b8771870c93a,False,3768c00d35295b8dc3636114,2860b97fad0ed9a832ddc9a7,2025-06-01T11:13:00,2025-07-15T10:02:48,2025-07-18T13:47:00
Its Y,SKU0196,TAG0196,Herself front travel join whole camera card serious.,Electronics,96,2,f6b60e2e301d42389bdd08c6,ce9a81c2dde07389ad29b317,deb3e37112c4a31793167ef4,61e2eed1d4eca50e9d12707f,Available,sale,394.55,613.03,eee6f6bdcd36af5e45fa5bd2,False,5df0935ea92a61083d4699d9,86d5cda9bcfe944782911542,2025-05-20T23:55:51,2025-07-05T00:54:03,2025-07-17T08:44:24
Station Q,SKU0197,TAG0197,Employee reflect manage toward family plan far.,Clothing,43,8,f84d38632b7a74472bbde96d,7ea47a791d0048644f300f62,de1c333084cfa9c4875efc1a,a246b23b1cef957c3d89a96b,Available,sale,484.77,810.6,286c878c3d13c6be0ab510c3,True,3db62dea90706420b62aa775,2ca2355c7ae16b77df8c88de,2025-06-10T12:08:38,2025-07-15T00:26:32,2025-07-12T01:17:20
